ID,Course,Semester,Final Grade
321111122,Calculus 1,2019A,37
222322311,Intro to Java,2021B,62
331222322,Calculus 1,2022B,50
211111222,Calculus 1,2022B,66
231131121,Intro to Java,2021B,86
311221213,Intro to Java,2020A,60
211121313,Calculus 2,2018B,52
122321131,Intro to Java,2023B,53
332332133,Linear algebra 2,2020A,51
222333233,Linear algebra 1,2020A,63
311111311,Linear algebra 2,2023B,78
133313113,Linear algebra 1,2021B,75
213322211,Linear algebra 1,2021B,37
211322331,Calculus 1,2023B,45
313222123,Linear algebra 2,2022B,73
112213122,Intro to Java,2018B,43
131121222,Calculus 1,2022B,82
312113312,Calculus 1,2021B,63
222312132,Calculus 1,2018B,88
323311223,Algorithms,2022B,52
133131331,Intro to Java,2019A,61
322133331,Calculus 1,2023B,61
223312233,Intro to Java,2023B,78
323331123,Linear algebra 1,2021B,42
313213123,Calculus 2,2019A,69
312231223,Calculus 1,2019A,78
331322121,Linear algebra 2,2022B,61
323222222,Calculus 1,2023B,48
323213322,Calculus 2,2019A,74
123112132,Intro to Java,2018B,63
133112322,Intro to Java,2023B,67
222223122,Calculus 1,2022B,83
311113131,Calculus 2,2022B,77
222131232,Linear algebra 2,2021B,63
222113131,Calculus 1,2019A,47
133132213,Calculus 2,2018B,65
332311322,Algorithms,2020A,57
231112222,Calculus 2,2021B,72
112113332,Linear algebra 1,2018B,69
322222122,Linear algebra 1,2022B,79
113131333,Linear algebra 2,2022B,50
113213123,Calculus 2,2020A,65
131112123,Calculus 1,2020A,57
313113121,Calculus 2,2018B,89
122212332,Intro to Java,2023B,44
331311123,Calculus 2,2019A,56
313131111,Linear algebra 1,2022B,48
313211221,Calculus 2,2019A,71
312232231,Linear algebra 2,2020A,65
222113121,Calculus 2,2022B,63
113133123,Linear algebra 1,2023B,69
222132313,Calculus 2,2020A,48
222311333,Calculus 1,2019A,88
111121132,Linear algebra 2,2018B,42
323221133,Algorithms,2023B,50
231331121,Algorithms,2020A,79
231331111,Linear algebra 1,2020A,73
122323332,Linear algebra 1,2020A,61
211121222,Calculus 1,2021B,89
113223132,Linear algebra 1,2022B,70
233212111,Calculus 1,2020A,100
211112133,Calculus 2,2021B,100
313331123,Calculus 1,2018B,65
311233212,Linear algebra 1,2022B,76
211212122,Calculus 2,2018B,69
332112231,Calculus 1,2021B,50
131231222,Algorithms,2018B,58
332331133,Linear algebra 2,2018B,79
212312333,Intro to Java,2018B,92
131231111,Calculus 1,2018B,70
213231333,Calculus 1,2020A,75
112123222,Linear algebra 2,2023B,70
212321322,Calculus 2,2022B,61
113212123,Calculus 1,2022B,67
323322332,Calculus 2,2018B,56
211231223,Calculus 1,2020A,54
221231222,Calculus 2,2022B,66
121213133,Linear algebra 2,2019A,71
322322112,Calculus 1,2022B,92
231112132,Intro to Java,2020A,81
211332213,Intro to Java,2021B,55
212223221,Algorithms,2022B,46
123111311,Calculus 2,2021B,53
232132111,Calculus 1,2021B,78
213132321,Intro to Java,2020A,79
221323132,Calculus 2,2019A,74
313321332,Algorithms,2018B,80
212322313,Intro to Java,2020A,69
213131221,Linear algebra 1,2022B,72
313322132,Calculus 1,2022B,68
213332213,Linear algebra 2,2018B,74
132312233,Intro to Java,2023B,78
132312311,Linear algebra 1,2019A,59
223123212,Linear algebra 2,2022B,88
312231313,Calculus 2,2023B,60
212123312,Linear algebra 2,2023B,59
131232112,Calculus 1,2018B,63
311311221,Intro to Java,2020A,61
321313323,Intro to Java,2019A,60
121231323,Algorithms,2020A,85
123233131,Algorithms,2022B,69
322123323,Calculus 2,2020A,57
332223132,Linear algebra 1,2019A,79
212233233,Algorithms,2022B,65
333211321,Linear algebra 1,2018B,51
321112122,Intro to Java,2023B,57
321123211,Linear algebra 1,2021B,80
321322113,Linear algebra 1,2020A,51
323122331,Intro to Java,2020A,70
112123333,Intro to Java,2023B,80
113323213,Linear algebra 1,2022B,67
131331332,Calculus 1,2023B,61
221131333,Intro to Java,2020A,58
313222112,Linear algebra 2,2023B,83
113312231,Calculus 1,2022B,62
232331121,Calculus 1,2023B,78
322222221,Calculus 2,2018B,84
332331323,Intro to Java,2019A,61
131213123,Calculus 2,2022B,80
213121113,Algorithms,2022B,75
322212122,Calculus 1,2023B,53
312111313,Intro to Java,2020A,43
132121131,Calculus 1,2020A,81
133212232,Algorithms,2022B,46
321122112,Linear algebra 1,2019A,66
122333313,Calculus 1,2021B,74
332312321,Linear algebra 1,2018B,85
233111332,Calculus 2,2020A,79
211223122,Intro to Java,2021B,54
333321321,Calculus 1,2018B,31
322113312,Calculus 2,2019A,54
312221222,Linear algebra 2,2018B,86
123323232,Intro to Java,2023B,53
223223213,Calculus 2,2018B,78
231112332,Calculus 2,2019A,65
222112221,Intro to Java,2023B,49
233221211,Algorithms,2021B,51
332211213,Linear algebra 2,2019A,91
121321222,Linear algebra 1,2018B,94
321223231,Algorithms,2019A,61
212212232,Calculus 1,2023B,64
133111212,Algorithms,2019A,42
223123112,Calculus 1,2023B,74
111222133,Calculus 1,2018B,80
333311111,Algorithms,2023B,70
312133231,Linear algebra 1,2019A,93
323312132,Linear algebra 1,2021B,66
122332221,Calculus 2,2019A,83
333312333,Intro to Java,2022B,83
213323232,Calculus 1,2023B,52
332121121,Algorithms,2023B,54
321221133,Intro to Java,2021B,82
121213313,Intro to Java,2020A,79
223312112,Calculus 1,2021B,88
131222122,Calculus 2,2020A,59
131111331,Linear algebra 1,2023B,83
323223112,Calculus 1,2021B,57
113133322,Intro to Java,2021B,77
222313222,Intro to Java,2022B,80
221233132,Calculus 2,2022B,78
332321132,Linear algebra 2,2020A,64
322212121,Calculus 1,2019A,73
232231333,Linear algebra 1,2022B,67
211212323,Calculus 1,2018B,56
332213333,Intro to Java,2018B,60
223113213,Intro to Java,2022B,52
321213323,Algorithms,2021B,100
233333321,Calculus 2,2018B,67
311123212,Linear algebra 1,2023B,69
131311332,Linear algebra 2,2020A,72
123223313,Linear algebra 2,2022B,77
213331133,Intro to Java,2021B,45
112112213,Linear algebra 2,2022B,72
233211113,Calculus 1,2022B,63
233221121,Calculus 1,2019A,44
323221322,Linear algebra 2,2018B,61
212221112,Linear algebra 2,2019A,80
122311122,Calculus 1,2018B,60
211331312,Linear algebra 2,2023B,83
113111212,Linear algebra 2,2022B,67
331111233,Algorithms,2019A,61
212112112,Intro to Java,2020A,72
113331131,Calculus 2,2022B,66
132232113,Calculus 2,2018B,69
331313112,Calculus 2,2021B,68
312132232,Linear algebra 2,2023B,100
221112123,Linear algebra 2,2020A,61
222233123,Intro to Java,2023B,53
122123221,Calculus 2,2022B,35
112212213,Calculus 1,2020A,57
221313323,Linear algebra 1,2022B,68
331211321,Linear algebra 1,2018B,63
211113222,Calculus 2,2023B,43
132332212,Calculus 1,2022B,100
221111211,Linear algebra 1,2021B,82
211122331,Calculus 1,2020A,36
112122233,Linear algebra 2,2018B,58
221231132,Calculus 2,2020A,64
121332132,Algorithms,2022B,80
311221123,Algorithms,2019A,52
113233223,Linear algebra 1,2022B,72
332213111,Calculus 1,2018B,65
131312111,Algorithms,2019A,77
332211232,Intro to Java,2019A,77
211213221,Linear algebra 1,2022B,61
132221321,Calculus 2,2020A,55
211231322,Calculus 2,2019A,85
222331322,Linear algebra 2,2022B,74
221211232,Linear algebra 1,2019A,100
313323111,Calculus 1,2020A,64
323211332,Calculus 1,2021B,69
323212132,Intro to Java,2022B,51
322133321,Calculus 1,2020A,70
111121323,Linear algebra 2,2018B,69
213313321,Algorithms,2020A,68
333212122,Intro to Java,2022B,73
133133211,Calculus 1,2021B,75
323311113,Algorithms,2022B,62
111313323,Calculus 1,2023B,79
223231332,Calculus 1,2018B,72
333222211,Algorithms,2020A,71
213321212,Calculus 2,2023B,82
321233333,Intro to Java,2018B,78
313113221,Linear algebra 2,2021B,42
232332122,Algorithms,2023B,73
111311312,Linear algebra 2,2023B,95
322331222,Algorithms,2018B,94
333312231,Calculus 2,2018B,63
233132233,Intro to Java,2022B,77
223212112,Algorithms,2022B,52
222212131,Algorithms,2019A,85
231112211,Linear algebra 1,2020A,69
112212333,Linear algebra 2,2020A,100
312123121,Algorithms,2022B,69
313121322,Linear algebra 2,2019A,71
222331313,Intro to Java,2019A,69
321223323,Linear algebra 2,2022B,62
321213312,Calculus 1,2020A,87
122323123,Intro to Java,2018B,61
322133221,Algorithms,2020A,73
123132322,Intro to Java,2022B,62
231133231,Algorithms,2022B,78
123122331,Calculus 1,2021B,58
321233222,Linear algebra 2,2019A,60
123221333,Calculus 2,2018B,65
212112222,Algorithms,2020A,70
221112321,Linear algebra 2,2022B,68
311322232,Linear algebra 1,2023B,95
221112231,Algorithms,2020A,69
222223322,Calculus 1,2022B,59
113132212,Linear algebra 2,2020A,61
221213222,Linear algebra 1,2018B,57
211311231,Calculus 2,2022B,61
211121311,Intro to Java,2022B,70
231313111,Linear algebra 2,2021B,82
232323111,Calculus 2,2018B,84
212121212,Linear algebra 2,2022B,68
213112123,Calculus 1,2022B,87
122233123,Intro to Java,2019A,78
232113321,Calculus 2,2020A,79
332112122,Linear algebra 2,2019A,52
312122213,Intro to Java,2022B,80
111111111,Algorithms,2018B,74
312112111,Intro to Java,2018B,72
133211232,Linear algebra 1,2020A,40
211323333,Intro to Java,2020A,60
123213212,Intro to Java,2020A,78
333133211,Linear algebra 1,2021B,83
322212111,Calculus 1,2022B,75
221212123,Intro to Java,2021B,69
321122232,Calculus 1,2018B,92
131311322,Linear algebra 2,2021B,59
113322313,Linear algebra 2,2021B,73
333113312,Calculus 1,2023B,79
132321131,Linear algebra 1,2019A,59
331121221,Calculus 2,2023B,72
221132321,Calculus 2,2022B,91
223211213,Linear algebra 2,2021B,100
332211313,Linear algebra 1,2020A,89
132122212,Linear algebra 1,2021B,85
313223213,Calculus 1,2019A,61
223332211,Algorithms,2020A,76
333221131,Algorithms,2020A,66
211132122,Algorithms,2021B,84
221122311,Intro to Java,2019A,70
122313131,Algorithms,2022B,69
213212331,Linear algebra 2,2018B,91
232213212,Algorithms,2021B,74
323111213,Calculus 1,2020A,78
232232233,Calculus 2,2021B,62
211313211,Calculus 2,2020A,100
133131313,Linear algebra 1,2020A,72
133231331,Intro to Java,2019A,61
111332112,Calculus 1,2022B,79
212111333,Calculus 2,2020A,80
322123133,Linear algebra 2,2022B,57
123133333,Linear algebra 2,2023B,85
113311211,Linear algebra 1,2020A,56
221112223,Algorithms,2019A,68
123222322,Linear algebra 2,2018B,79
311331323,Linear algebra 1,2018B,81
222113312,Calculus 2,2019A,49
323232133,Linear algebra 1,2020A,89
131311112,Algorithms,2019A,69
223111212,Linear algebra 1,2022B,78
112321221,Linear algebra 2,2020A,49
222312113,Algorithms,2023B,62
232131233,Linear algebra 2,2019A,76
221332121,Calculus 2,2019A,71
123133221,Linear algebra 2,2021B,68
232321211,Algorithms,2019A,47
232112123,Intro to Java,2022B,75
111331312,Algorithms,2022B,80
333211331,Intro to Java,2019A,56
223312323,Linear algebra 1,2021B,61
211312333,Intro to Java,2018B,56
213132233,Linear algebra 2,2018B,62
232133312,Linear algebra 1,2023B,87
323223232,Calculus 2,2022B,71
223221233,Linear algebra 1,2023B,78
121212121,Calculus 1,2022B,66
121132231,Linear algebra 1,2021B,85
331221321,Intro to Java,2022B,41
223221123,Linear algebra 1,2021B,77
333122332,Intro to Java,2022B,79
132232332,Linear algebra 1,2023B,54
323223131,Intro to Java,2020A,62
122222112,Intro to Java,2021B,86
333133313,Calculus 1,2021B,83
323133132,Linear algebra 1,2022B,43
213311221,Linear algebra 1,2021B,76
321113232,Algorithms,2018B,74
133111221,Algorithms,2018B,53
233332112,Calculus 1,2019A,67
232322133,Linear algebra 1,2019A,53
112222213,Calculus 1,2022B,56
211211231,Linear algebra 2,2022B,72
123111323,Algorithms,2022B,50
122212122,Linear algebra 1,2019A,90
213233232,Calculus 2,2019A,83
223132221,Calculus 1,2021B,39
233113322,Linear algebra 2,2020A,71
321113113,Algorithms,2021B,65
123322323,Intro to Java,2022B,51
231132321,Intro to Java,2021B,56
321133211,Calculus 2,2021B,78
212233132,Calculus 1,2022B,68
311312221,Linear algebra 1,2018B,73
123211212,Linear algebra 1,2021B,45
123121322,Linear algebra 2,2023B,63
321232232,Linear algebra 2,2023B,49
131131131,Algorithms,2020A,61
323323133,Linear algebra 2,2018B,58
222221211,Linear algebra 2,2021B,63
232231222,Calculus 2,2022B,80
332333332,Algorithms,2019A,40
213222331,Linear algebra 2,2023B,72
221233122,Linear algebra 1,2020A,70
223221321,Algorithms,2022B,70
232221211,Linear algebra 2,2019A,53
333333133,Calculus 1,2021B,81
213212212,Calculus 1,2023B,70
231113321,Linear algebra 1,2019A,52
111213131,Intro to Java,2023B,56
312231212,Linear algebra 1,2022B,65
111323111,Calculus 2,2021B,83
121222332,Algorithms,2022B,69
333122313,Linear algebra 1,2020A,45
211333122,Calculus 1,2021B,82
133122313,Algorithms,2023B,73
231213323,Intro to Java,2022B,63
233321113,Linear algebra 2,2020A,89
321121312,Calculus 1,2018B,56
133323231,Linear algebra 1,2022B,73
312112233,Calculus 1,2020A,62
113332132,Calculus 1,2019A,100
113223222,Calculus 1,2022B,77
133133122,Calculus 2,2023B,78
232112312,Calculus 1,2023B,50
313123112,Calculus 2,2022B,62
131233222,Algorithms,2021B,51
131132332,Calculus 1,2022B,66
223131121,Algorithms,2023B,79
123333232,Intro to Java,2021B,83
223212323,Calculus 2,2022B,78
131232211,Linear algebra 2,2020A,65
133221223,Linear algebra 2,2018B,55
132331212,Intro to Java,2018B,80
211133221,Algorithms,2018B,90
311221133,Linear algebra 1,2023B,74
223211233,Intro to Java,2018B,77
323213212,Linear algebra 1,2022B,83
311233213,Linear algebra 1,2021B,52
131222223,Algorithms,2022B,48
213332323,Linear algebra 2,2021B,71
221222131,Linear algebra 1,2019A,66
313233232,Linear algebra 1,2022B,45
133313112,Calculus 1,2022B,71
232211132,Linear algebra 1,2018B,89
331311213,Linear algebra 1,2021B,60
123232321,Intro to Java,2018B,42
131312113,Intro to Java,2018B,79
313121211,Algorithms,2022B,43
111131323,Linear algebra 1,2021B,34
133131113,Linear algebra 1,2022B,63
323121223,Algorithms,2022B,52
222211311,Linear algebra 2,2023B,90
223133221,Calculus 2,2019A,54
232131332,Calculus 2,2020A,48
311132123,Intro to Java,2022B,100
213131133,Linear algebra 1,2020A,36
331223321,Linear algebra 2,2022B,56
211231123,Calculus 1,2022B,78
133233332,Calculus 2,2019A,35
222311321,Linear algebra 2,2023B,47
223133233,Intro to Java,2022B,86
313312221,Intro to Java,2021B,83
222132111,Intro to Java,2021B,59
113311232,Linear algebra 2,2018B,74
133133223,Intro to Java,2018B,50
311133113,Linear algebra 1,2019A,68
223333132,Algorithms,2018B,49
323231221,Linear algebra 1,2020A,75
331113131,Intro to Java,2019A,57
221131222,Linear algebra 1,2022B,68
212332231,Algorithms,2021B,82
122313221,Linear algebra 2,2018B,63
223131211,Intro to Java,2021B,66
321323323,Intro to Java,2020A,62
313231133,Intro to Java,2019A,68
111113211,Calculus 2,2021B,67
121221213,Calculus 2,2022B,82
312132223,Algorithms,2022B,73
111212332,Linear algebra 2,2019A,60
221311122,Calculus 1,2023B,35
331232323,Linear algebra 1,2023B,78
112332323,Intro to Java,2018B,73
131132131,Calculus 2,2018B,72
223331333,Linear algebra 2,2022B,60
322211312,Linear algebra 2,2021B,56
233232133,Linear algebra 1,2018B,74
213212311,Linear algebra 1,2021B,62
211122121,Linear algebra 1,2022B,77
232122132,Intro to Java,2020A,72
231311223,Intro to Java,2020A,25
121131211,Calculus 2,2020A,99
231321231,Intro to Java,2022B,67
322122321,Calculus 1,2018B,85
223323331,Linear algebra 1,2022B,72
233223122,Calculus 2,2022B,58
331233133,Calculus 2,2023B,63
131131121,Intro to Java,2020A,66
111113113,Calculus 1,2022B,74
123311131,Algorithms,2022B,74
223312212,Linear algebra 2,2022B,92
323332223,Intro to Java,2020A,63
223122332,Calculus 2,2023B,63
113311223,Linear algebra 1,2021B,61
322131311,Calculus 2,2021B,76
231132223,Linear algebra 1,2022B,51
311213121,Intro to Java,2018B,57
221313321,Calculus 2,2019A,67
223232331,Algorithms,2023B,59
111131333,Linear algebra 1,2021B,64
213332231,Linear algebra 1,2021B,98
311333223,Linear algebra 1,2022B,64
113313322,Calculus 1,2022B,70
332232331,Intro to Java,2022B,75
122221322,Algorithms,2023B,87
232112113,Calculus 1,2018B,100
213223322,Algorithms,2021B,73
122332211,Linear algebra 1,2023B,52
213332232,Calculus 1,2022B,84
312312211,Intro to Java,2023B,62
313311211,Linear algebra 1,2020A,100
311231333,Calculus 1,2022B,63
212311221,Algorithms,2019A,67
123231213,Algorithms,2018B,70
111112132,Calculus 2,2019A,89
121312233,Calculus 2,2020A,92
223221332,Calculus 1,2020A,75
332213212,Algorithms,2023B,83
221212322,Linear algebra 1,2021B,37
233322332,Algorithms,2022B,57
121132322,Intro to Java,2018B,71
321331311,Linear algebra 1,2020A,86
231212232,Calculus 1,2022B,55
231221332,Intro to Java,2022B,80
321131212,Linear algebra 2,2023B,81
332123312,Intro to Java,2019A,66
121221332,Linear algebra 2,2018B,55
233211121,Calculus 1,2022B,52
232232333,Linear algebra 1,2022B,55
113121112,Linear algebra 2,2020A,53
212132112,Calculus 2,2021B,86
222122133,Linear algebra 1,2022B,83
313112131,Linear algebra 1,2018B,74
111222111,Calculus 1,2021B,37
123232133,Intro to Java,2020A,68
211212222,Calculus 1,2022B,65
133133312,Linear algebra 2,2019A,74
311223312,Linear algebra 1,2018B,48
133223321,Algorithms,2020A,88
321321221,Intro to Java,2021B,75
233111311,Calculus 1,2023B,60
133122212,Calculus 2,2019A,72
123121131,Calculus 2,2022B,70
231323132,Intro to Java,2020A,40
212123222,Algorithms,2021B,71
121121312,Calculus 1,2021B,80
113223233,Linear algebra 1,2022B,70
121331331,Linear algebra 2,2018B,74
131121111,Linear algebra 1,2022B,77
132232133,Calculus 1,2023B,70
111312312,Intro to Java,2022B,48
223112212,Calculus 2,2023B,74
122312111,Algorithms,2018B,56
221222323,Algorithms,2021B,85
211212333,Intro to Java,2020A,68
222312233,Algorithms,2021B,68
111223311,Algorithms,2023B,76
113123123,Linear algebra 2,2020A,67
131332223,Calculus 1,2023B,54
233232113,Calculus 1,2020A,74
111221232,Linear algebra 1,2023B,56
321232133,Calculus 2,2019A,76
323223132,Algorithms,2021B,69
221221111,Calculus 1,2020A,87
112322113,Intro to Java,2023B,97
321222232,Linear algebra 2,2019A,65
132121332,Algorithms,2023B,79
113221131,Linear algebra 2,2018B,73
123323111,Algorithms,2018B,97
332322222,Calculus 1,2023B,49
232223211,Calculus 2,2021B,64
321221113,Intro to Java,2019A,74
311113123,Linear algebra 1,2023B,65
131333231,Intro to Java,2023B,65
231223131,Calculus 2,2018B,79
223233232,Linear algebra 2,2023B,78
212232322,Linear algebra 2,2022B,66
323212232,Intro to Java,2018B,80
213111222,Calculus 1,2018B,78
312132311,Intro to Java,2018B,63
321131132,Intro to Java,2019A,70
212232331,Calculus 1,2022B,60
311123213,Linear algebra 2,2020A,71
121231223,Linear algebra 1,2020A,61
121232332,Calculus 2,2020A,78
231322332,Calculus 2,2019A,57
131221133,Calculus 1,2020A,88
223323112,Linear algebra 2,2018B,100
223222311,Calculus 1,2020A,74
112321233,Intro to Java,2021B,79
331122311,Calculus 1,2019A,62
221323313,Intro to Java,2022B,55
213122113,Calculus 1,2021B,68
221332221,Algorithms,2023B,65
331313233,Intro to Java,2019A,96
112233311,Calculus 2,2023B,73
221322331,Intro to Java,2022B,38
211311313,Algorithms,2023B,60
113132311,Linear algebra 1,2022B,65
132313213,Linear algebra 2,2023B,79
112333332,Calculus 2,2021B,72
213121213,Linear algebra 2,2022B,91
331213323,Intro to Java,2021B,59
233312223,Intro to Java,2019A,63
221312331,Calculus 1,2022B,100
123212323,Calculus 2,2022B,61
112122122,Algorithms,2021B,84
322332323,Calculus 2,2019A,65
111113122,Calculus 2,2019A,90
312133331,Linear algebra 1,2021B,72
123111232,Calculus 1,2021B,55
321232323,Calculus 2,2021B,85
222121322,Algorithms,2021B,45
233332133,Linear algebra 2,2021B,84
132333113,Algorithms,2018B,82
111321223,Linear algebra 1,2021B,94
212113311,Linear algebra 1,2020A,100
211223112,Linear algebra 2,2021B,57
322112312,Intro to Java,2021B,67
321333122,Calculus 2,2023B,89
333322211,Algorithms,2020A,69
211221213,Linear algebra 2,2020A,95
212132322,Intro to Java,2019A,96
113311312,Calculus 1,2019A,67
132322222,Calculus 1,2023B,70
323311313,Linear algebra 2,2021B,42
211113312,Algorithms,2018B,76
212222233,Calculus 2,2018B,72
131123231,Algorithms,2018B,86
113312333,Linear algebra 1,2019A,70
333211312,Linear algebra 2,2018B,84
212122132,Algorithms,2018B,51
231322123,Algorithms,2023B,44
323233123,Linear algebra 1,2023B,81
333222213,Linear algebra 2,2022B,52
212233133,Linear algebra 2,2023B,68
122211122,Intro to Java,2022B,64
222323121,Linear algebra 1,2023B,73
122131111,Linear algebra 1,2020A,88
113113212,Intro to Java,2020A,78
221323212,Calculus 2,2022B,59
132323223,Linear algebra 2,2021B,74
312131223,Intro to Java,2023B,46
333223332,Intro to Java,2022B,42
122221312,Linear algebra 2,2023B,58
132113213,Linear algebra 2,2019A,60
213221222,Calculus 2,2020A,55
123213312,Calculus 2,2019A,59
313311331,Calculus 1,2018B,74
213213122,Intro to Java,2023B,78
221131132,Linear algebra 1,2023B,78
312232113,Linear algebra 2,2022B,59
332133122,Linear algebra 1,2021B,65
232332223,Linear algebra 1,2022B,48
212333122,Algorithms,2019A,52
232333333,Calculus 1,2023B,66
211131223,Algorithms,2019A,65
222311331,Linear algebra 2,2018B,55
122123122,Linear algebra 2,2021B,39
121321122,Linear algebra 2,2019A,91
221332223,Intro to Java,2022B,77
131121132,Intro to Java,2022B,72
333131111,Algorithms,2018B,92
122111321,Calculus 2,2019A,81
332311331,Calculus 1,2021B,69
222212231,Calculus 1,2019A,71
112113223,Linear algebra 2,2019A,75
211311222,Intro to Java,2023B,54
321213211,Calculus 1,2021B,88
223121212,Calculus 2,2021B,61
333211112,Intro to Java,2022B,90
221222111,Algorithms,2022B,62
212112311,Calculus 1,2021B,62
333133321,Intro to Java,2019A,57
232111221,Linear algebra 1,2019A,67
121233122,Linear algebra 1,2022B,52
333213123,Intro to Java,2019A,93
223211123,Calculus 1,2019A,67
233222333,Algorithms,2019A,64
131212213,Calculus 1,2023B,41
223133133,Algorithms,2019A,41
232111333,Linear algebra 1,2023B,69
131122111,Linear algebra 1,2023B,59
211233233,Linear algebra 1,2018B,68
222112213,Intro to Java,2018B,70
221111113,Calculus 2,2023B,77
221111132,Calculus 1,2019A,59
111133213,Linear algebra 2,2019A,54
231131113,Linear algebra 1,2019A,82
212322331,Calculus 1,2020A,72
223222113,Linear algebra 2,2018B,75
131321233,Algorithms,2020A,61
223232333,Algorithms,2022B,70
333231211,Linear algebra 1,2022B,80
221122131,Linear algebra 2,2019A,73
331232333,Algorithms,2019A,78
331222222,Intro to Java,2018B,56
111112333,Algorithms,2022B,74
312113133,Linear algebra 2,2020A,65
322322313,Linear algebra 1,2021B,66
312321233,Linear algebra 2,2021B,71
222231122,Intro to Java,2023B,86
312313122,Intro to Java,2020A,49
212223313,Calculus 1,2019A,68
233312312,Linear algebra 1,2018B,66
112111212,Linear algebra 2,2018B,85
213213232,Calculus 1,2018B,45
223322213,Algorithms,2019A,57
112121322,Intro to Java,2018B,52
223212233,Calculus 1,2021B,60
333331223,Intro to Java,2023B,70
311331333,Calculus 1,2021B,70
123232231,Algorithms,2022B,82
222333312,Linear algebra 2,2018B,71
331333212,Calculus 2,2018B,66
332312113,Linear algebra 1,2023B,72
111322211,Linear algebra 1,2020A,47
111132332,Algorithms,2022B,62
231111112,Intro to Java,2021B,51
233122122,Linear algebra 1,2022B,53
333331231,Linear algebra 1,2023B,74
132211123,Calculus 2,2020A,90
212332323,Intro to Java,2019A,91
212223133,Calculus 2,2020A,77
133311122,Linear algebra 1,2022B,82
111322112,Algorithms,2021B,64
213223321,Calculus 1,2022B,72
212212212,Calculus 2,2018B,76
333112321,Algorithms,2021B,99
313312231,Calculus 1,2022B,70
112132131,Linear algebra 2,2023B,68
133113221,Calculus 1,2019A,61
211321331,Calculus 2,2020A,75
311121231,Intro to Java,2023B,74
233211321,Algorithms,2023B,78
221121233,Algorithms,2023B,48
313331132,Calculus 2,2019A,66
111232222,Linear algebra 1,2020A,69
123112223,Linear algebra 2,2021B,58
331221111,Linear algebra 2,2020A,51
311113311,Linear algebra 1,2022B,50
233113213,Calculus 2,2022B,44
321223331,Calculus 2,2018B,59
232312331,Linear algebra 2,2019A,63
323213321,Calculus 1,2019A,48
222323321,Linear algebra 2,2018B,90
131131212,Linear algebra 2,2020A,61
333112332,Algorithms,2021B,75
213121312,Calculus 2,2019A,100
211313123,Linear algebra 1,2021B,100
222231133,Linear algebra 2,2022B,58
232221332,Calculus 2,2021B,46
232331231,Intro to Java,2023B,44
112121213,Intro to Java,2020A,67
332332231,Calculus 2,2023B,48
312122233,Calculus 1,2023B,89
323221112,Algorithms,2023B,100
311231332,Calculus 1,2019A,82
313333322,Calculus 2,2018B,73
232312221,Calculus 1,2020A,65
212121332,Calculus 1,2023B,72
132321312,Calculus 2,2018B,85
133132322,Intro to Java,2018B,60
123232223,Calculus 2,2018B,57
231313132,Algorithms,2022B,41
332122221,Calculus 1,2019A,51
221111332,Intro to Java,2019A,80
311323312,Algorithms,2021B,66
123323331,Linear algebra 2,2019A,67
122312212,Intro to Java,2022B,71
312121131,Calculus 2,2019A,74
311223233,Linear algebra 1,2020A,77
232332222,Calculus 1,2023B,46
232113332,Linear algebra 2,2020A,51
221331333,Calculus 1,2021B,54
111232111,Calculus 2,2020A,46
123223222,Calculus 2,2023B,62
131332312,Algorithms,2019A,83
333323131,Calculus 2,2023B,76
123213232,Linear algebra 2,2022B,63
111112323,Calculus 1,2023B,85
212312323,Linear algebra 1,2019A,88
321112333,Calculus 2,2023B,65
122233222,Calculus 1,2020A,53
132311231,Algorithms,2023B,67
331131211,Linear algebra 2,2021B,91
121123213,Calculus 2,2021B,88
222123332,Algorithms,2018B,85
131133232,Calculus 1,2023B,51
311312332,Calculus 2,2023B,49
332223133,Intro to Java,2020A,68
333131222,Calculus 2,2019A,66
221233322,Linear algebra 2,2018B,74
313321233,Intro to Java,2023B,89
232113312,Linear algebra 1,2020A,71
213223122,Calculus 1,2020A,54
312333131,Calculus 2,2020A,77
312311132,Intro to Java,2019A,82
222123221,Intro to Java,2023B,74
232323121,Linear algebra 1,2021B,53
211133233,Linear algebra 1,2021B,78
232312231,Linear algebra 2,2023B,76
231211231,Intro to Java,2018B,81
222312111,Algorithms,2020A,49
313232233,Algorithms,2022B,73
323112123,Linear algebra 2,2019A,77
321333321,Linear algebra 1,2018B,47
221331113,Linear algebra 1,2018B,48
113231211,Linear algebra 1,2022B,70
122333322,Calculus 2,2021B,78
323111212,Intro to Java,2021B,94
323333232,Linear algebra 2,2018B,72
221212222,Intro to Java,2019A,54
122233111,Linear algebra 1,2022B,85
313121221,Calculus 1,2020A,55
221112311,Calculus 1,2019A,59
233221221,Linear algebra 1,2022B,80
311131122,Linear algebra 1,2018B,73
111321331,Linear algebra 1,2020A,83
213133221,Algorithms,2018B,85
123233113,Linear algebra 2,2018B,60
313221221,Linear algebra 1,2023B,89
131112131,Calculus 2,2020A,64
321232131,Intro to Java,2023B,75
333321331,Intro to Java,2020A,90
221213223,Intro to Java,2019A,45
212112221,Intro to Java,2021B,64
133221311,Linear algebra 1,2021B,89
232131213,Algorithms,2022B,78
232121223,Calculus 2,2023B,70
111333123,Linear algebra 1,2022B,59
113113123,Linear algebra 1,2018B,81
211312113,Intro to Java,2023B,61
221211123,Algorithms,2020A,78
